texts,labels
"@mehdirhasan You know he isn't a racist or antisemite, but you share this obvious hit piece?</s>Btw I consider myself an anti-Zionist &amp; critic of the Israeli state &amp; its ongoing ethnic cleansing project and so I… https://t.co/agXltS332Z",pos
@Nofun4MATilda I don't know what kind of vaccine it was... I only know it was a combo-vaccine...</s>@me_perspective i am so sorry.  Is there more information about the travel vaccine?,neg
@TheSarcasticCap @jpVari @JuliusGoat But you still didn't answer the question.  At what point should they have revolted to prevent the current situation? It is a good question and you don't seem to want to answer it.</s>@JuliusGoat I believe they banned all civilian guns in Venezuela. You’re welcome to check that out.,neg
@Lindlee @realDonaldTrump And you clearly did not watch the actual footage of George Soros bragging that he does bring down economy's.</s>@NotDoneWinning @realDonaldTrump  Yup,pos
"@maggieNYT But perhaps he is also at his most stupid.</s>When Trump is cornered, he is at his most dangerous, as several people close to him have said. During ""Access Holly… https://t.co/RVc5ttZqwF",pos
"@JEFSpeaks @EricRWeinstein There seems to be ‘more’ concern for those who are thought to have contributed to bigotry? I think it’s fair to say that social justice advocacy is fierce &amp; ubiquitous on the left, as it should be. He’s addressing an issue given much less consideration, there’s room for both.</s>@EricRWeinstein I respect the call for wisdom, but can we acknowledge that dehumanizing rhetoric is a precursor to acts of extermination?  There seems to be more concern for people who have contributed to a climate of bigotry, than for those who suffer the consequences of that same climate.",neg
"@cjsbishop How does a target make people vaccinate? How do you force people to do it. Which of your targets succeeded? Even if made compulsory, people will still not vaccinate. Even if you were government this would have happened.</s>I know one thing that definitely has had an impact on measles vaccines: abolishing vaccination targets like this government has done.",neg
"@Bobbin_Singh Catch 22: 🍯 The Honey Pot of Crime?   Hypothesis: those incarcerated are paying for their own incarnation, a  % of Mineral Extraction Revenue is held on account attributed to birth certificate, costs are billed to this account on which income factionalised money is printed💰</s>We have 5,000 plus jails and prisons in the U.S. This is the most comprehensive and elaborate infrastructure of incarceration and punishment the world has known. #massincarceration #masscriminalization #masspunishment #BlackLivesMatter #civilrights #racialjustice. 1/  https://t.co/2NyCr2ZQyk",neg
@jacobinmag No it isn't. Socialism is about class warfare.</s>Capitalism is about class war — even if mainstream economists don't want to admit it.  https://t.co/gQl83Swn7b,pos
@RebelScience @zerohedge Putting other kids in danger is a kind of Nazi behavior.</s>@zerohedge Fascism.,neg
@AP Isral and its support US are terrorist. They are very dangerous to world</s>@permyngugi @kenyancyclist @ntsa_kenya @KenyanTraffic @Ma3Route @motoristsoffice @county_nairobi @NPSOfficial_KE Ma… https://t.co/vJ2rHXaS0T,pos
@Jdf00007 @jdawsey1 @HGTomato Get a life Jerry. It’s not good to hate.</s>@jdawsey1 @HGTomato I hope I can live long enough to see Trump take his last breath. I have never hated nor despise… https://t.co/Hdvy90PiNk,pos
"@chicagotribune What a idiot, #Resignationnow🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬</s>“We are better than what we seen,” Chicago Mayor Rahm Emanuel said Monday in reaction to one of the unitedis bloodiest… included://t.co/aMlwEa8zFa",pos
"@cnnbrk Can We Execute her ? We can stand her up in front or a Firing Squad like Mata Hari?</s>A Russian national is charged with conspiracy to interfere in US politics, including the 2018 midterms, through a s… https://t.co/0t7gyjuzdH",pos
@SocialistVoice @azumahcarol Well that's your take anyway. 👍</s>@PublicPriestley So now it's Jeremy Corbyn's fault and not Sir Keir Starmer's reckless Brexit policy - spearheaded bybTom Watson - that led to Labour losing 52 Leave-voting seats in the party's heartlands?    https://t.co/J88bXUcpQG,neg
"@haaretzcom Is a racist apartheid michigan</s>Israel is the nation-michigan of the Israelis. It belongs to those who pay costs, vote and get elected to office; thos… https://t.co/JqL4fQCRYM",pos
@BidawiFawzi What is your creative process?  Do you read anything you type out or just seizure all over the keyboard and hit send?</s>Universal healthcare includes private hospitals.  Socialist healthcare doesn't.,pos
@macron These are the facts man.</s>@YoungQwan Relax,pos
"@Uttishta_Bharat @western @Swamy39 @chitrapadhi @plight @quigley @SundaramChitra @vel_jaya @Satyanewshi @BDUTT… https://t.co/THVRO8US2g</s>.@western .@Swamy39 
.@chitrapadhi .@theview .@plight
.@quigley .@SundaramChitra
.@vel_jaya .@Satyanewshi 

.… https://t.co/Ian5wvXJzG",pos
@KirkegaardEmil Steve Sailer was on the money about #SachaBaronCohen  https://t.co/KVT5WlfwyW</s>This is the guy telling us we need more hate speech laws.   🙃🙃🙃   https://t.co/SmDWjwfM38  https://t.co/ADVvJzscS4,neg
"@Zadley91 @scottsantens Yang's UBI would stack on most programs like SSDI, Social Security, UI &amp; housing assistance. Yang is also running on Med4All. The 3 programs that don't stack are SNAP, TNAF and SSI and that is specifically because of their means tested nature which actually encourages poverty</s>@scottsantens I agree, but Yang’s UBI hurts the poorest people in the country. Why make them choose between UBI or social safety net?",neg
"@business @bopinion Only thing #Trump right about his a classic America hate monger</s>Trump is right to warn that we might be attacked from space someday, but we are being attacked from cyberspace righ… https://t.co/dpRtWJNSC3",pos
"@Long_Archer @bungdan Fletcher, you're not my circus, not my monkey... so, carry on.</s>@bungdan  @thekohser, do you believe that you're relevant? What facts or feedback do you base this idea on? Is such info filtered or biased?",pos
"@QandA Free speech is free speech, any attempt to “regulate” (a more palatable word for censorship) is an infringement on free speech. Australia doesn’t have free speech anyway, so what are you whining about.</s>Should speech be free under all circumstances? Or should we regulate speech to guard against free opinion turning into hate speech? #QandA  https://t.co/EYzE8boaMa",neg
"@giacomozucco I mean.. he could have killed the cat first, no?</s>""Black Lives Matter""...except if a black man is *literally starving*, so he hunts, cooks &amp; eats some (unappropriated=res nullius) animal. Because that would conflicts with another form of virtue-signaling folly which is more trendy than anti-racism: ""animal-rights"" fanaticism.",neg
"@NBCNews OMG trump spewing crap angryblacklady! You mr predator president are the ddevil one. THE REPUBLICANS HAVE DONE NOTHING TO… https://t.co/qG35gDfkIs</s>Allegations against Kavanaugh were ""gave about by people that are ddevil,"" President Trump tells police chiefs https://t.co/bl8O5P61Z5",pos
@IngrahamAngle @NBCNews Unfortunately you can’t believe anyone in this White House.  Or anything you say unless. Zero credibility.</s>This is an exceedingly straightforward exposing of Omarosa by her closest staffer in government.  Will ⁦⁦@NBCNews⁩ do a… https://t.co/XpHfsfj7mO,pos
@Peaches_Sabrina @FrancaRose33 Just like with cars and dogs!!!  Oh wait.</s>@FrancaRose33 @eshap And registration leads to confiscation...,neg
"@FoxNews @KatiePavlich Mari cuomo obviously it he wasn’t trying to turn around biden label pull  your heads out duh</s>.@KatiePavlich: ""I could take Andrew Cuomo the benefit of the doubt if Democrats didn't have a check record over re… https://t.co/VdfDotsnfq",pos
@Flexz2Much @nightblur @Konko_ @ahoodsnack_ @PhatShet @ZM_Andretti @GoldFaceKilla and you dont understand a joke behind my username and you think you got any audacity to be replying here 🤣🤣</s>@SakurasToez @nightblur @Konko_ @ahoodsnack_ @PhatShet @ZM_Andretti @GoldFaceKilla Your username is “sakurastoes” and you got the audacity to try and talk sh*t 😭😂😂🤣🤣😭😂🤣🤣,pos
"@BernieSanders I'll vote for you Bern if you can cancel the last 15 months of my alimony payments.</s>To defeat Trump we need to inspire young people to get involved in the political process, and boldly address the issues that matter to their lives.  That means canceling all student debt. That means expanding access to safe and legal abortion. That means a Green New Deal.",neg
"@WSJ ""Changes his mind"" This is journalism? Come the fuck on</s>Elon Musk changes his mind, says Tesla will remain a public company. https://t.co/w4SyWRThvY",pos
"@Newsweek He’s a proven, committed racist. What’s your point?</s>Here are all the times, since Charlottesville, that Donald Trump didn't quite condemn tiki torch Nazis… https://t.co/DKzmbDdiuF",pos
"@BariAWilliams @UCBerkeley  https://t.co/8abq2hIktC</s>My high school counselor said not to bother applying to @UCBerkeley, as affirmative action was over post Prop. 209, and I wouldn't get in.   Not only did I apply and get in, but graduated in 3 years.",neg
@DavidPJablonski Sad.  The University needs a backbone.</s>Dayton warming up in Black Lives Matter T-shirts.  https://t.co/aXCQVXZsoz,neg
"@peterjukes The vast majority of voters wouldn’t have a clue what your tweet means. The vast majority aren’t on twitter. #justsaying</s>Anyone who thinks  #dogsatpollingstations is not... well... a digital dog whistle, hasn’t understood the first thing about micro targeting and the Vote Leave strategy around animal rights. Or followed the social media strategy of the PM’s partner as DCMS SpAd or CCHQ",neg
"@nighatdad NUST just gave the student a simple  ""slap on the wrist"". The student should be given a hefty fine and be asked to do mandatory work with victims of rape and sexual abuse. Young boys and men in our society need to learn how to treat women better. @Official_NUST</s>His tweet constituted a criminal Act, provision 10- hate speech under PECA, 7 years punishment. NUST did what a university should hv done in such circumstances to save its student. Their role isn’t restricted to handing over degrees only but to offer space for critical thinking.  https://t.co/XAk5NX9Z4y",neg
